timestamp,jd_id,jd_title,cv_id,cv_name,base_score,skill_overlap,location_match,score,rank
2025-08-15T08:14:47.579338,JD_1,Job_1,9e01e623,Candidate_5,0.6637880206108093,3,0,0.8137880206108093,1
2025-08-15T08:14:47.579338,JD_1,Job_1,5dd377fe,Candidate_20,0.6587743759155273,4,1,0.9087743759155273,2
2025-08-15T08:14:47.579338,JD_1,Job_1,cdb69ed7,Candidate_3,0.6555100679397583,3,1,0.8555100679397584,3
2025-08-15T08:14:47.579338,JD_1,Job_1,84f71133,Candidate_12,0.6464636325836182,3,0,0.7964636325836182,4
2025-08-15T08:14:47.579338,JD_1,Job_1,a0f6b492,Candidate_32,0.6436613202095032,4,0,0.8436613202095031,5
2025-08-15T08:14:47.581344,JD_1,Job_1,a945fc0b,Candidate_6,0.6384454965591431,3,0,0.7884454965591431,6
2025-08-15T08:14:47.581344,JD_1,Job_1,89db929c,Candidate_30,0.6375433802604675,4,0,0.8375433802604675,7
2025-08-15T08:14:47.581344,JD_1,Job_1,0582116c,Candidate_8,0.6365509033203125,4,1,0.8865509033203125,8
2025-08-15T08:14:47.581344,JD_1,Job_1,cdfa4bc6,Candidate_24,0.6275211572647095,4,1,0.8775211572647095,9
2025-08-15T08:14:47.581344,JD_1,Job_1,3571096c,Candidate_40,0.6261579990386963,4,0,0.8261579990386962,10
2025-08-15T08:14:47.581344,JD_1,Job_1,a247c62f,Candidate_23,0.6256967782974243,4,0,0.8256967782974243,11
2025-08-15T08:14:47.581344,JD_1,Job_1,c178be11,Candidate_14,0.6233088970184326,3,0,0.7733088970184326,12
2025-08-15T08:14:47.583349,JD_1,Job_1,8fb666ac,Candidate_9,0.6120898723602295,3,1,0.8120898723602296,13
2025-08-15T08:14:47.583349,JD_1,Job_1,9785439c,Candidate_21,0.6009601354598999,3,0,0.7509601354598999,14
2025-08-15T08:14:47.583349,JD_1,Job_1,38e5f415,Candidate_10,0.5997433662414551,3,0,0.7497433662414551,15
2025-08-15T08:14:47.583349,JD_1,Job_1,285b38ec,Candidate_19,0.5996913909912109,3,0,0.749691390991211,16
2025-08-15T08:14:47.583349,JD_1,Job_1,fd4e6a83,Candidate_7,0.5967111587524414,2,0,0.6967111587524414,17
2025-08-15T08:14:47.585096,JD_1,Job_1,b3418e2b,Candidate_13,0.5930932760238647,3,0,0.7430932760238648,18
2025-08-15T08:14:47.585096,JD_1,Job_1,bc30396c,Candidate_31,0.592197835445404,2,0,0.692197835445404,19
2025-08-15T08:14:47.585096,JD_1,Job_1,6bf4df52,Candidate_18,0.5887956619262695,4,1,0.8387956619262695,20
2025-08-15T08:14:47.585096,JD_2,Job_2,3571096c,Candidate_40,0.7015138268470764,3,0,0.8515138268470764,1
2025-08-15T08:14:47.585096,JD_2,Job_2,b20c7c5d,Candidate_38,0.6666997671127319,2,0,0.7666997671127319,2
2025-08-15T08:14:47.587105,JD_2,Job_2,0582116c,Candidate_8,0.6555190086364746,2,1,0.8055190086364746,3
2025-08-15T08:14:47.587105,JD_2,Job_2,25e2fac6,Candidate_39,0.6544977426528931,2,0,0.754497742652893,4
2025-08-15T08:14:47.587105,JD_2,Job_2,a0f6b492,Candidate_32,0.6513605117797852,2,0,0.7513605117797851,5
2025-08-15T08:14:47.587105,JD_2,Job_2,6887ab50,Candidate_15,0.6488246321678162,2,0,0.7488246321678161,6
2025-08-15T08:14:47.587105,JD_2,Job_2,c178be11,Candidate_14,0.6302552223205566,2,0,0.7302552223205566,7
2025-08-15T08:14:47.587105,JD_2,Job_2,8fb666ac,Candidate_9,0.6257508993148804,2,1,0.7757508993148804,8
2025-08-15T08:14:47.587105,JD_2,Job_2,84f71133,Candidate_12,0.6234215497970581,1,0,0.6734215497970581,9
2025-08-15T08:14:47.589117,JD_2,Job_2,a945fc0b,Candidate_6,0.6232848167419434,1,0,0.6732848167419434,10
2025-08-15T08:14:47.589117,JD_2,Job_2,9785439c,Candidate_21,0.6215651631355286,2,0,0.7215651631355285,11
2025-08-15T08:14:47.589117,JD_2,Job_2,e7971137,Candidate_4,0.6156619787216187,1,1,0.7156619787216187,12
2025-08-15T08:14:47.589117,JD_2,Job_2,4d2739b1,Candidate_1,0.607282280921936,2,0,0.707282280921936,13
2025-08-15T08:14:47.589117,JD_2,Job_2,b3418e2b,Candidate_13,0.6066052913665771,2,0,0.7066052913665771,14
2025-08-15T08:14:47.589117,JD_2,Job_2,285b38ec,Candidate_19,0.603468656539917,2,0,0.703468656539917,15
2025-08-15T08:14:47.591128,JD_2,Job_2,227905c1,Candidate_36,0.6008598208427429,2,1,0.7508598208427429,16
2025-08-15T08:14:47.591128,JD_2,Job_2,cdb69ed7,Candidate_3,0.6002380847930908,0,1,0.6502380847930909,17
2025-08-15T08:14:47.591128,JD_2,Job_2,e94833b9,Candidate_26,0.5963166952133179,1,0,0.6463166952133179,18
2025-08-15T08:14:47.591128,JD_2,Job_2,bc99f3af,Candidate_17,0.5937918424606323,1,1,0.6937918424606324,19
2025-08-15T08:14:47.591128,JD_2,Job_2,b0ee99ef,Candidate_16,0.5899649262428284,1,0,0.6399649262428284,20
2025-08-15T08:14:47.591128,JD_3,Job_3,38e5f415,Candidate_10,0.7125040292739868,4,0,0.9125040292739868,1
2025-08-15T08:14:47.593137,JD_3,Job_3,c178be11,Candidate_14,0.6733112335205078,4,0,0.8733112335205078,2
2025-08-15T08:14:47.593137,JD_3,Job_3,9e01e623,Candidate_5,0.6579453349113464,3,0,0.8079453349113465,3
2025-08-15T08:14:47.593137,JD_3,Job_3,4d2739b1,Candidate_1,0.6574246883392334,4,0,0.8574246883392334,4
2025-08-15T08:14:47.593137,JD_3,Job_3,bc99f3af,Candidate_17,0.6464648246765137,5,1,0.9464648246765137,5
2025-08-15T08:14:47.593137,JD_3,Job_3,cdfa4bc6,Candidate_24,0.6413171291351318,3,1,0.8413171291351319,6
2025-08-15T08:14:47.593137,JD_3,Job_3,84f71133,Candidate_12,0.6411763429641724,4,0,0.8411763429641723,7
2025-08-15T08:14:47.593137,JD_3,Job_3,5dd377fe,Candidate_20,0.6327834725379944,3,1,0.8327834725379945,8
2025-08-15T08:14:47.595145,JD_3,Job_3,fd4e6a83,Candidate_7,0.6274398565292358,4,0,0.8274398565292358,9
2025-08-15T08:14:47.595145,JD_3,Job_3,6905c696,Candidate_37,0.6243628859519958,5,0,0.8743628859519958,10
2025-08-15T08:14:47.595145,JD_3,Job_3,2aa5ccd3,Candidate_29,0.6232796907424927,3,0,0.7732796907424927,11
2025-08-15T08:14:47.595145,JD_3,Job_3,a247c62f,Candidate_23,0.6231868863105774,3,0,0.7731868863105774,12
2025-08-15T08:14:47.595145,JD_3,Job_3,e7971137,Candidate_4,0.6039254665374756,3,1,0.8039254665374757,13
2025-08-15T08:14:47.595145,JD_3,Job_3,cd6bf3c7,Candidate_35,0.6006864905357361,3,0,0.7506864905357361,14
2025-08-15T08:14:47.595145,JD_3,Job_3,b3418e2b,Candidate_13,0.5974344611167908,3,0,0.7474344611167908,15
